pfam_acc	evalue
zzz	PF05437.13	1
zzz	PF16558.6	1
zzz	PF01356.20	1
zzz	PF02137.19	1
zzz	PF00962.23	1
zzz	PF08451.12	1
zzz	PF18424.2	1
zzz	PF09713.11	1
zzz	PF02216.17	1
zzz	PF04182.13	1
zzz	PF02246.16	1
zzz	PF02310.20	1
zzz	PF02607.18	1
zzz	PF06522.12	1
zzz	PF11473.9	1
zzz	PF09066.11	1
zzz	PF17623.3	1
zzz	PF02362.22	1
zzz	PF17057.6	1
zzz	PF03483.18	1
zzz	PF03484.16	1
zzz	PF01603.21	1
zzz	PF07162.12	1
zzz	PF07886.12	1
zzz	PF06989.13	1
zzz	PF08840.12	1
zzz	PF07234.12	1
zzz	PF02673.19	1
zzz	PF18138.2	1
zzz	PF18173.2	1
zzz	PF05791.12	1
zzz	PF05968.12	1
zzz	PF07707.16	1
zzz	PF13004.8	1
zzz	PF19190.1	1
zzz	PF10432.10	1
zzz	PF12173.9	1
zzz	PF01721.19	1
zzz	PF10439.10	1
zzz	PF09221.11	1
zzz	PF11758.9	1
zzz	PF14406.7	1
zzz	PF04519.14	1
zzz	PF18483.2	1
zzz	PF08379.11	1
zzz	PF06143.12	1
zzz	PF04798.13	1
zzz	PF06096.12	1
zzz	PF04786.13	1
zzz	PF05274.12	1
zzz	PF04639.13	1
zzz	PF04850.13	1
zzz	PF12259.9	1
zzz	PF03258.15	1
zzz	PF04700.13	1
zzz	PF03273.14	1
zzz	PF04735.13	1
zzz	PF05290.12	1
zzz	PF07206.12	1
zzz	PF06385.13	1
zzz	PF03041.15	1
zzz	PF05847.12	1
zzz	PF04838.13	1
zzz	PF11792.9	1
zzz	PF06061.12	1
zzz	PF05314.12	1
zzz	PF05073.13	1
zzz	PF04766.13	1
zzz	PF05214.13	1
zzz	PF05112.13	1
zzz	PF04878.14	1
zzz	PF04583.13	1
zzz	PF08404.11	1
zzz	PF04513.13	1
zzz	PF04512.13	1
zzz	PF05311.12	1
zzz	PF05883.12	1
zzz	PF05789.12	1
zzz	PF04501.13	1
zzz	PF08475.11	1
zzz	PF04913.13	1
zzz	PF18612.2	1
zzz	PF02043.18	1
zzz	PF00308.19	1
zzz	PF08299.12	1
zzz	PF00216.22	1
zzz	PF01311.21	1
zzz	PF01312.20	1
zzz	PF01313.20	1
zzz	PF05088.13	1
zzz	PF18034.2	1
zzz	PF01152.22	1
zzz	PF00296.21	1
zzz	PF18008.2	1
zzz	PF05592.12	1
zzz	PF17389.3	1
zzz	PF17390.3	1
zzz	PF08531.11	1
zzz	PF01036.19	1
zzz	PF09501.11	1
zzz	PF01338.19	1
zzz	PF02397.17	1
zzz	PF18854.2	1
zzz	PF18855.2	1
zzz	PF18856.2	1
zzz	PF18844.2	1
zzz	PF18845.2	1
zzz	PF18846.2	1
zzz	PF18848.2	1
zzz	PF18849.2	1
zzz	PF18851.2	1
zzz	PF02961.15	1
zzz	PF04684.14	1
zzz	PF12031.9	1
zzz	PF09256.11	1
zzz	PF02179.17	1
zzz	PF12057.9	1
zzz	PF08180.12	1
zzz	PF01426.19	1
zzz	PF06861.12	1
zzz	PF06211.13	1
zzz	PF02923.16	1
zzz	PF07565.14	1
zzz	PF01145.26	1
zzz	PF13421.7	1
zzz	PF16200.6	1
zzz	PF06639.12	1
zzz	PF05529.13	1
zzz	PF18035.2	1
zzz	PF03114.19	1
zzz	PF01337.19	1
zzz	PF15462.7	1
zzz	PF00967.18	1
zzz	PF10455.10	1
zzz	PF16746.6	1
zzz	PF10456.10	1
zzz	PF16774.6	1
zzz	PF04865.15	1
zzz	PF01586.17	1
zzz	PF05466.13	1
zzz	PF15915.6	1
zzz	PF07001.12	1
zzz	PF07584.12	1
zzz	PF13584.7	1
zzz	PF06968.14	1
zzz	PF01027.21	1
zzz	PF12811.8	1
zzz	PF08031.13	1
zzz	PF14777.7	1
zzz	PF07289.12	1
zzz	PF15272.7	1
zzz	PF15271.7	1
zzz	PF07642.12	1
zzz	PF10082.10	1
zzz	PF07585.12	1
zzz	PF14779.7	1
zzz	PF14782.7	1
zzz	PF14783.7	1
zzz	PF14781.7	1
zzz	PF18063.2	1
zzz	PF06726.13	1
zzz	PF05700.12	1
zzz	PF12490.9	1
zzz	PF12399.9	1
zzz	PF02028.18	1
zzz	PF15461.7	1
zzz	PF10436.10	1
zzz	PF07284.12	1
zzz	PF02327.18	1
zzz	PF13862.7	1
zzz	PF00452.20	1
zzz	PF12201.9	1
zzz	PF15286.7	1
zzz	PF10514.10	1
zzz	PF11502.9	1
zzz	PF18573.2	1
zzz	PF12304.9	1
zzz	PF15318.7	1
zzz	PF08945.11	1
zzz	PF04714.14	1
zzz	PF09257.11	1
zzz	PF07572.13	1
zzz	PF15808.6	1
zzz	PF09399.11	1
zzz	PF16251.6	1
zzz	PF12133.9	1
zzz	PF08779.11	1
zzz	PF11395.9	1
zzz	PF12093.9	1
zzz	PF11501.9	1
zzz	PF12379.9	1
zzz	PF17635.3	1
zzz	PF16451.6	1
zzz	PF09408.11	1
zzz	PF12124.9	1
zzz	PF11633.9	1
zzz	PF11289.9	1
zzz	PF09036.11	1
zzz	PF01869.21	1
zzz	PF08740.12	1
zzz	PF03170.14	1
zzz	PF05420.12	1
zzz	PF14439.7	1
zzz	PF14442.7	1
zzz	PF08072.12	1
zzz	PF16204.6	1
zzz	PF10684.10	1
zzz	PF06208.12	1
zzz	PF16520.6	1
zzz	PF06515.12	1
zzz	PF06595.12	1
zzz	PF06407.12	1
zzz	PF18820.2	1
zzz	PF02138.19	1
zzz	PF17454.3	1
zzz	PF10523.10	1
zzz	PF03594.14	1
zzz	PF07255.12	1
zzz	PF05744.12	1
zzz	PF17841.2	1
zzz	PF05687.14	1
zzz	PF02944.21	1
zzz	PF01062.22	1
zzz	PF17035.6	1
zzz	PF03494.14	1
zzz	PF10996.9	1
zzz	PF00144.25	1
zzz	PF13354.7	1
zzz	PF16458.6	1
zzz	PF12125.9	1
zzz	PF10435.10	1
zzz	PF13363.7	1
zzz	PF13364.7	1
zzz	PF16523.6	1
zzz	PF01212.22	1
zzz	PF13229.7	1
zzz	PF18835.2	1
zzz	PF18889.1	1
zzz	PF17030.6	1
zzz	PF09826.10	1
zzz	PF14350.7	1
zzz	PF08667.11	1
zzz	PF00407.20	1
zzz	PF04538.13	1
zzz	PF18243.2	1
zzz	PF02929.18	1
zzz	PF15285.7	1
zzz	PF02180.18	1
zzz	PF10403.10	1
zzz	PF10404.10	1
zzz	PF10405.10	1
zzz	PF14215.7	1
zzz	PF09730.10	1
zzz	PF06393.12	1
zzz	PF05688.12	1
zzz	PF02369.17	1
zzz	PF17964.2	1
zzz	PF18200.2	1
zzz	PF19078.1	1
zzz	PF19077.1	1
zzz	PF02368.19	1
zzz	PF07523.13	1
zzz	PF12245.9	1
zzz	PF13750.7	1
zzz	PF13754.7	1
zzz	PF16640.6	1
zzz	PF07532.12	1
zzz	PF13205.7	1
zzz	PF17936.2	1
zzz	PF17957.2	1
zzz	PF17961.2	1
zzz	PF17963.2	1
zzz	PF18281.2	1
zzz	PF04775.15	1
zzz	PF09166.11	1
zzz	PF06773.12	1
zzz	PF06859.13	1
zzz	PF03495.15	1
zzz	PF17475.3	1
zzz	PF17476.3	1
zzz	PF02084.16	1
zzz	PF08149.12	1
zzz	PF00351.22	1
zzz	PF15368.7	1
zzz	PF02785.20	1
zzz	PF00289.23	1
zzz	PF00364.23	1
zzz	PF13533.7	1
zzz	PF03744.14	1
zzz	PF02632.15	1
zzz	PF06832.13	1
zzz	PF00653.22	1
zzz	PF12356.9	1
zzz	PF04197.13	1
zzz	PF01766.18	1
zzz	PF01767.17	1
zzz	PF01768.17	1
zzz	PF03042.15	1
zzz	PF05858.13	1
zzz	PF05853.13	1
zzz	PF03493.19	1
zzz	PF17778.2	1
zzz	PF17752.2	1
zzz	PF17324.3	1
zzz	PF07467.12	1
zzz	PF16507.6	1
zzz	PF16547.6	1
zzz	PF16202.6	1
zzz	PF11642.9	1
zzz	PF15753.6	1
zzz	PF10046.10	1
zzz	PF12754.8	1
zzz	PF17183.5	1
zzz	PF04940.13	1
zzz	PF05289.12	1
zzz	PF00936.20	1
zzz	PF15185.7	1
zzz	PF04380.14	1
zzz	PF17970.2	1
zzz	PF17973.2	1
zzz	PF11974.9	1
zzz	PF17972.2	1
zzz	PF17962.2	1
zzz	PF09132.11	1
zzz	PF02608.15	1
zzz	PF15282.7	1
zzz	PF11968.9	1
zzz	PF12496.9	1
zzz	PF06553.13	1
zzz	PF02012.21	1
zzz	PF13088.7	1
zzz	PF13859.7	1
zzz	PF15892.6	1
zzz	PF15899.6	1
zzz	PF14873.7	1
zzz	PF04076.14	1
zzz	PF07441.12	1
zzz	PF08955.11	1
zzz	PF08977.11	1
zzz	PF01722.19	1
zzz	PF02044.18	1
zzz	PF05298.12	1
zzz	PF08096.12	1
zzz	PF04972.18	1
zzz	PF08145.13	1
zzz	PF15280.7	1
zzz	PF10157.10	1
zzz	PF16088.6	1
zzz	PF10167.10	1
zzz	PF10512.10	1
zzz	PF14957.7	1
zzz	PF02414.16	1
zzz	PF02999.15	1
zzz	PF04160.13	1
zzz	PF05628.13	1
zzz	PF05262.12	1
zzz	PF03183.14	1
zzz	PF03978.14	1
zzz	PF12298.9	1
zzz	PF05588.12	1
zzz	PF00228.21	1
zzz	PF08146.13	1
zzz	PF18040.2	1
zzz	PF00528.23	1
zzz	PF02653.17	1
zzz	PF06139.13	1
zzz	PF08000.12	1
zzz	PF03703.15	1
zzz	PF14470.7	1
zzz	PF06713.12	1
zzz	PF10882.9	1
zzz	PF10756.10	1
zzz	PF02237.18	1
zzz	PF03099.20	1
zzz	PF16917.6	1
zzz	PF09825.10	1
zzz	PF18338.2	1
zzz	PF18667.2	1
zzz	PF10651.10	1
zzz	PF08947.11	1
zzz	PF05633.12	1
zzz	PF17044.6	1
zzz	PF11564.9	1
zzz	PF15516.7	1
zzz	PF06753.13	1
zzz	PF02485.22	1
zzz	PF05525.14	1
zzz	PF07576.13	1
zzz	PF13882.7	1
zzz	PF09169.11	1
zzz	PF09103.11	1
zzz	PF09104.11	1
zzz	PF00634.19	1
zzz	PF18110.2	1
zzz	PF00533.27	1
zzz	PF16589.6	1
zzz	PF18428.2	1
zzz	PF12820.8	1
zzz	PF17105.6	1
zzz	PF06113.13	1
zzz	PF08647.12	1
zzz	PF07741.14	1
zzz	PF14965.7	1
zzz	PF04089.15	1
zzz	PF19052.1	1
zzz	PF04427.19	1
zzz	PF07533.17	1
zzz	PF09607.11	1
zzz	PF14384.7	1
zzz	PF04365.14	1
zzz	PF02498.18	1
zzz	PF03097.19	1
zzz	PF14961.7	1
zzz	PF00439.26	1
zzz	PF01318.19	1
zzz	PF01573.17	1
zzz	PF07524.14	1
zzz	PF17027.6	1
zzz	PF10104.10	1
zzz	PF05244.12	1
zzz	PF08381.12	1
zzz	PF16627.6	1
zzz	PF13713.7	1
zzz	PF03909.18	1
zzz	PF07832.12	1
zzz	PF10079.10	1
zzz	PF17735.2	1
zzz	PF12280.9	1
zzz	PF04450.13	1
zzz	PF18220.2	1
zzz	PF05432.12	1
zzz	PF18512.2	1
zzz	PF08201.12	1
zzz	PF13991.7	1
zzz	PF16716.6	1
zzz	PF06616.12	1
zzz	PF17728.2	1
zzz	PF12690.8	1
zzz	PF03092.17	1
zzz	PF03704.18	1
zzz	PF00651.32	1
zzz	PF02214.23	1
zzz	PF16017.6	1
zzz	PF09270.11	1
zzz	PF07742.13	1
zzz	PF18410.2	1
zzz	PF00779.20	1
zzz	PF05232.13	1
zzz	PF03437.16	1
zzz	PF17660.2	1
zzz	PF14399.7	1
zzz	PF04514.13	1
zzz	PF09405.11	1
zzz	PF05560.12	1
zzz	PF09736.10	1
zzz	PF09073.11	1
zzz	PF04426.13	1
zzz	PF04425.13	1
zzz	PF05307.12	1
zzz	PF03557.16	1
zzz	PF03563.14	1
zzz	PF01104.18	1
zzz	PF03231.14	1
zzz	PF00952.18	1
zzz	PF04196.13	1
zzz	PF03181.16	1
zzz	PF09792.10	1
zzz	PF18826.2	1
zzz	PF04681.13	1
zzz	PF05291.12	1
zzz	PF00170.22	1
zzz	PF07716.16	1
zzz	PF12498.9	1
zzz	PF03131.18	1
zzz	PF01453.25	1
zzz	PF18841.2	1
zzz	PF18836.2	1
zzz	PF15617.7	1
zzz	PF08782.11	1
zzz	PF07654.16	1
zzz	PF09404.11	1
zzz	PF17615.3	1
zzz	PF15547.7	1
zzz	PF00386.22	1
zzz	PF00130.23	1
zzz	PF03107.17	1
zzz	PF07975.13	1
zzz	PF00168.31	1
zzz	PF11618.9	1
zzz	PF05790.16	1
zzz	PF08205.13	1
zzz	PF01413.20	1
zzz	PF18453.2	1
zzz	PF06662.14	1
zzz	PF17982.2	1
zzz	PF01681.18	1
zzz	PF10170.10	1
zzz	PF08742.12	1
zzz	PF15019.7	1
zzz	PF09678.11	1
zzz	PF14159.7	1
zzz	PF15335.7	1
zzz	PF12515.9	1
zzz	PF15895.6	1
zzz	PF12736.8	1
zzz	PF15367.7	1
zzz	PF16885.6	1
zzz	PF17201.5	1
zzz	PF09732.10	1
zzz	PF10312.10	1
zzz	PF03596.14	1
zzz	PF18500.2	1
zzz	PF00028.18	1
zzz	PF12733.8	1
zzz	PF08266.13	1
zzz	PF16184.6	1
zzz	PF17803.2	1
zzz	PF17892.2	1
zzz	PF01049.18	1
zzz	PF16492.6	1
zzz	PF08758.12	1
zzz	PF15974.6	1
zzz	PF09232.11	1
zzz	PF07440.13	1
zzz	PF11600.9	1
zzz	PF15512.7	1
zzz	PF04857.21	1
zzz	PF15539.7	1
zzz	PF15557.7	1
zzz	PF12253.9	1
zzz	PF12265.9	1
zzz	PF17052.6	1
zzz	PF11615.9	1
zzz	PF13117.7	1
zzz	PF03507.14	1
zzz	PF18971.1	1
zzz	PF16567.6	1
zzz	PF15066.7	1
zzz	PF03135.15	1
zzz	PF16707.6	1
zzz	PF03524.16	1
zzz	PF14585.7	1
zzz	PF07337.12	1
zzz	PF09053.11	1
zzz	PF07180.12	1
zzz	PF03185.16	1
zzz	PF04847.13	1
zzz	PF11535.9	1
zzz	PF07888.12	1
zzz	PF06387.12	1
zzz	PF00214.20	1
zzz	PF02029.16	1
zzz	PF05042.14	1
zzz	PF00915.21	1
zzz	PF08435.12	1
zzz	PF05752.12	1
zzz	PF08405.12	1
zzz	PF07887.12	1
zzz	PF16025.6	1
zzz	PF01067.23	1
zzz	PF00748.20	1
zzz	PF16648.6	1
zzz	PF00402.19	1
zzz	PF00262.19	1
zzz	PF05556.12	1
zzz	PF01216.18	1
zzz	PF03160.15	1
zzz	PF13944.7	1
zzz	PF15170.7	1
zzz	PF02888.17	1
zzz	PF08332.11	1
zzz	PF14963.7	1
zzz	PF05538.12	1
zzz	PF07373.12	1
zzz	PF07537.12	1
zzz	PF17095.6	1
zzz	PF11971.9	1
zzz	PF08683.12	1
zzz	PF10562.10	1
zzz	PF07839.12	1
zzz	PF05792.14	1
zzz	PF11766.9	1
zzz	PF00188.27	1
zzz	PF15255.7	1
zzz	PF07918.12	1
zzz	PF12153.9	1
zzz	PF11735.9	1
zzz	PF12287.9	1
zzz	PF18293.2	1
zzz	PF11729.9	1
zzz	PF16903.6	1
zzz	PF04451.13	1
zzz	PF17071.6	1
zzz	PF05159.15	1
zzz	PF14052.7	1
zzz	PF05704.13	1
zzz	PF14102.7	1
zzz	PF06251.12	1
zzz	PF14504.7	1
zzz	PF08603.12	1
zzz	PF01302.26	1
zzz	PF01213.20	1
zzz	PF16861.6	1
zzz	PF02543.16	1
zzz	PF13715.7	1
zzz	PF01039.23	1
zzz	PF13620.7	1
zzz	PF02977.16	1
zzz	PF05388.12	1
zzz	PF00194.22	1
zzz	PF10645.10	1
zzz	PF01256.18	1
zzz	PF08261.13	1
zzz	PF00619.22	1
zzz	PF07705.12	1
zzz	PF16739.6	1
zzz	PF02559.17	1
zzz	PF01623.18	1
zzz	PF11531.9	1
zzz	PF16000.6	1
zzz	PF08462.11	1
zzz	PF17888.2	1
zzz	PF00755.21	1
zzz	PF04240.13	1
zzz	PF09150.11	1
zzz	PF01864.18	1
zzz	PF06373.12	1
zzz	PF07779.13	1
zzz	PF18395.2	1
zzz	PF09559.11	1
zzz	PF17262.3	1
zzz	PF17955.2	1
zzz	PF17952.2	1
zzz	PF16593.6	1
zzz	PF18470.2	1
zzz	PF17893.2	1
zzz	PF18525.2	1
zzz	PF16595.6	1
zzz	PF18070.2	1
zzz	PF16592.6	1
zzz	PF17894.2	1
zzz	PF12366.9	1
zzz	PF15927.6	1
zzz	PF00363.19	1
zzz	PF00997.19	1
zzz	PF16907.6	1
zzz	PF16632.6	1
zzz	PF16600.6	1
zzz	PF08172.13	1
zzz	PF14526.7	1
zzz	PF10174.10	1
zzz	PF18700.2	1
zzz	PF06241.13	1
zzz	PF09651.11	1
zzz	PF12026.9	1
zzz	PF09670.11	1
zzz	PF01867.17	1
zzz	PF09707.11	1
zzz	PF01930.18	1
zzz	PF09704.11	1
zzz	PF01881.17	1
zzz	PF05107.13	1
zzz	PF09700.11	1
zzz	PF09701.11	1
zzz	PF09703.11	1
zzz	PF09702.11	1
zzz	PF09709.11	1
zzz	PF03378.16	1
zzz	PF09659.11	1
zzz	PF09711.11	1
zzz	PF09620.11	1
zzz	PF09657.11	1
zzz	PF09658.11	1
zzz	PF09611.11	1
zzz	PF09614.11	1
zzz	PF09615.11	1
zzz	PF09618.11	1
zzz	PF09344.11	1
zzz	PF09706.11	1
zzz	PF09455.11	1
zzz	PF09617.11	1
zzz	PF09609.11	1
zzz	PF09623.11	1
zzz	PF16813.6	1
zzz	PF09484.11	1
zzz	PF09652.11	1
zzz	PF00302.19	1
zzz	PF00199.20	1
zzz	PF06628.13	1
zzz	PF18011.2	1
zzz	PF00666.18	1
zzz	PF08773.12	1
zzz	PF13246.7	1
zzz	PF00689.22	1
zzz	PF00690.27	1
zzz	PF01545.22	1
zzz	PF15149.7	1
zzz	PF15020.7	1
zzz	PF15064.7	1
zzz	PF03123.16	1
zzz	PF04731.13	1
zzz	PF16792.6	1
zzz	PF08931.11	1
zzz	PF02413.18	1
zzz	PF16838.6	1
zzz	PF03233.14	1
zzz	PF03310.14	1
zzz	PF01693.17	1
zzz	PF01146.18	1
zzz	PF04771.13	1
zzz	PF18249.2	1
zzz	PF08763.12	1
zzz	PF14798.7	1
zzz	PF10563.10	1
zzz	PF02275.19	1
zzz	PF08406.11	1
zzz	PF06154.12	1
zzz	PF03914.18	1
zzz	PF02045.16	1
zzz	PF00808.24	1
zzz	PF08143.12	1
zzz	PF02312.18	1
zzz	PF01656.24	1
zzz	PF02570.16	1
zzz	PF01888.18	1
zzz	PF01890.17	1
zzz	PF11761.9	1
zzz	PF11760.9	1
zzz	PF02571.15	1
zzz	PF06180.12	1
zzz	PF01891.17	1
zzz	PF02553.16	1
zzz	PF02361.17	1
zzz	PF01903.18	1
zzz	PF01955.19	1
zzz	PF18973.1	1
zzz	PF07434.12	1
zzz	PF02262.17	1
zzz	PF02761.15	1
zzz	PF02762.15	1
zzz	PF14683.7	1
zzz	PF16738.6	1
zzz	PF09212.11	1
zzz	PF18344.2	1
zzz	PF15886.6	1
zzz	PF18448.2	1
zzz	PF09478.11	1
zzz	PF16760.6	1
zzz	PF16841.6	1
zzz	PF18666.2	1
zzz	PF18259.2	1
zzz	PF18283.2	1
zzz	PF06452.12	1
zzz	PF16011.6	1
zzz	PF00734.19	1
zzz	PF02013.17	1
zzz	PF03425.14	1
zzz	PF01607.25	1
zzz	PF03426.15	1
zzz	PF03424.15	1
zzz	PF03427.14	1
zzz	PF00553.20	1
zzz	PF00686.20	1
zzz	PF03370.14	1
zzz	PF03423.14	1
zzz	PF16824.6	1
zzz	PF00942.19	1
zzz	PF16990.6	1
zzz	PF02922.19	1
zzz	PF02018.18	1
zzz	PF02839.15	1
zzz	PF14600.7	1
zzz	PF03422.16	1
zzz	PF03442.15	1
zzz	PF12192.9	1
zzz	PF19042.1	1
zzz	PF19041.1	1
zzz	PF07960.12	1
zzz	PF19043.1	1
zzz	PF11120.9	1
zzz	PF11658.9	1
zzz	PF17038.6	1
zzz	PF17037.6	1
zzz	PF06564.13	1
zzz	PF10945.9	1
zzz	PF17036.6	1
zzz	PF17040.6	1
zzz	PF10995.9	1
zzz	PF00571.29	1
zzz	PF09490.11	1
zzz	PF06755.13	1
zzz	PF09489.11	1
zzz	PF17218.4	1
zzz	PF04942.15	1
zzz	PF15768.6	1
zzz	PF16516.6	1
zzz	PF15625.7	1
zzz	PF11105.9	1
zzz	PF12046.9	1
zzz	PF11152.9	1
zzz	PF15964.6	1
zzz	PF07860.12	1
zzz	PF15799.6	1
zzz	PF07362.13	1
zzz	PF01845.18	1
zzz	PF15188.7	1
zzz	PF15794.6	1
zzz	PF15810.6	1
zzz	PF06244.13	1
zzz	PF15254.7	1
zzz	PF14923.7	1
zzz	PF14915.7	1
zzz	PF15450.7	1
zzz	PF15921.6	1
zzz	PF15804.6	1
zzz	PF15674.6	1
zzz	PF15669.6	1
zzz	PF14989.7	1
zzz	PF15295.7	1
zzz	PF10152.10	1
zzz	PF15236.7	1
zzz	PF15374.7	1
zzz	PF15818.6	1
zzz	PF14917.7	1
zzz	PF14968.7	1
zzz	PF10226.10	1
zzz	PF14916.7	1
zzz	PF09762.10	1
zzz	PF15482.7	1
zzz	PF02754.17	1
zzz	PF16942.6	1
zzz	PF16545.6	1
zzz	PF03379.14	1
zzz	PF04995.15	1
zzz	PF03100.16	1
zzz	PF16327.6	1
zzz	PF03918.15	1
zzz	PF03150.15	1
zzz	PF15748.6	1
zzz	PF15013.7	1
zzz	PF06203.15	1
zzz	PF04103.16	1
zzz	PF04505.13	1
zzz	PF14984.7	1
zzz	PF06365.13	1
zzz	PF01130.22	1
zzz	PF09191.11	1
zzz	PF12567.9	1
zzz	PF04549.15	1
zzz	PF15116.7	1
zzz	PF12301.9	1
zzz	PF06153.12	1
zzz	PF16853.6	1
zzz	PF18691.2	1
zzz	PF18233.2	1
zzz	PF08045.12	1
zzz	PF06395.12	1
zzz	PF17246.3	1
zzz	PF17245.3	1
zzz	PF17244.3	1
zzz	PF09507.11	1
zzz	PF08564.11	1
zzz	PF08565.12	1
zzz	PF03234.15	1
zzz	PF02724.15	1
zzz	PF02933.18	1
zzz	PF02359.19	1
zzz	PF16856.6	1
zzz	PF03381.16	1
zzz	PF09079.12	1
zzz	PF05179.15	1
zzz	PF16050.6	1
zzz	PF18484.2	1
zzz	PF11731.9	1
zzz	PF02611.16	1
zzz	PF16010.6	1
zzz	PF18375.2	1
zzz	PF18196.2	1
zzz	PF03598.16	1
zzz	PF03599.17	1
zzz	PF02234.20	1
zzz	PF18451.2	1
zzz	PF18664.2	1
zzz	PF07262.12	1
zzz	PF18593.2	1
zzz	PF18616.2	1
zzz	PF18624.2	1
zzz	PF18228.2	1
zzz	PF09806.10	1
zzz	PF03261.16	1
zzz	PF05706.13	1
zzz	PF05995.13	1
zzz	PF01066.22	1
zzz	PF08009.12	1
zzz	PF16715.6	1
zzz	PF15213.7	1
zzz	PF08839.12	1
zzz	PF16679.6	1
zzz	PF03498.15	1
zzz	PF15359.7	1
zzz	PF18822.2	1
zzz	PF17996.2	1
zzz	PF16368.6	1
zzz	PF16366.6	1
zzz	PF14997.7	1
zzz	PF00272.20	1
zzz	PF09209.12	1
zzz	PF10729.10	1
zzz	PF12662.8	1
zzz	PF02927.15	1
zzz	PF03500.14	1
zzz	PF00150.19	1
zzz	PF12876.8	1
zzz	PF03552.15	1
zzz	PF18659.2	1
zzz	PF18054.2	1
zzz	PF03040.15	1
zzz	PF10511.10	1
zzz	PF15677.6	1
zzz	PF09026.11	1
zzz	PF04218.14	1
zzz	PF11699.9	1
zzz	PF15620.7	1
zzz	PF10490.10	1
zzz	PF10473.10	1
zzz	PF10481.10	1
zzz	PF05837.13	1
zzz	PF07778.12	1
zzz	PF11802.9	1
zzz	PF13092.7	1
zzz	PF11111.9	1
zzz	PF05238.14	1
zzz	PF09496.11	1
zzz	PF13096.7	1
zzz	PF13094.7	1
zzz	PF06729.13	1
zzz	PF15630.7	1
zzz	PF15511.7	1
zzz	PF16171.6	1
zzz	PF13097.7	1
zzz	PF15510.7	1
zzz	PF09415.11	1
zzz	PF15622.7	1
zzz	PF17730.2	1
zzz	PF09287.11	1
zzz	PF15308.7	1
zzz	PF14933.7	1
zzz	PF16574.6	1
zzz	PF16846.6	1
zzz	PF15007.7	1
zzz	PF14073.7	1
zzz	PF14197.7	1
zzz	PF06657.14	1
zzz	PF17045.6	1
zzz	PF15627.7	1
zzz	PF05875.13	1
zzz	PF04734.14	1
zzz	PF17048.6	1
zzz	PF07249.13	1
zzz	PF05932.14	1
zzz	PF15661.6	1
zzz	PF05264.12	1
zzz	PF11069.9	1
zzz	PF14738.7	1
zzz	PF09443.11	1
zzz	PF05730.12	1
zzz	PF11526.9	1
zzz	PF19079.1	1
zzz	PF14396.7	1
zzz	PF03859.17	1
zzz	PF10233.10	1
zzz	PF08821.12	1
zzz	PF08617.11	1
zzz	PF03879.15	1
zzz	PF06306.12	1
zzz	PF00307.32	1
zzz	PF06150.13	1
zzz	PF04752.13	1
zzz	PF05235.15	1
zzz	PF02431.16	1
zzz	PF16035.6	1
zzz	PF16036.6	1
zzz	PF18232.2	1
zzz	PF02797.16	1
zzz	PF00195.20	1
zzz	PF03502.14	1
zzz	PF05257.17	1
zzz	PF07824.13	1
zzz	PF13144.7	1
zzz	PF17656.2	1
zzz	PF09295.11	1
zzz	PF03924.14	1
zzz	PF05226.12	1
zzz	PF05227.14	1
zzz	PF05228.14	1
zzz	PF17149.5	1
zzz	PF17150.5	1
zzz	PF17151.5	1
zzz	PF17152.5	1
zzz	PF17153.5	1
zzz	PF12770.8	1
zzz	PF03173.14	1
zzz	PF03174.14	1
zzz	PF13290.7	1
zzz	PF06747.14	1
zzz	PF04420.15	1
zzz	PF08074.12	1
zzz	PF08073.13	1
zzz	PF01339.18	1
zzz	PF04509.13	1
zzz	PF03975.14	1
zzz	PF04283.13	1
zzz	PF01739.19	1
zzz	PF03705.16	1
zzz	PF01584.20	1
zzz	PF13690.7	1
zzz	PF09078.12	1
zzz	PF04344.14	1
zzz	PF05679.17	1
zzz	PF16981.6	1
zzz	PF14645.7	1
zzz	PF06483.12	1
zzz	PF11434.9	1
zzz	PF18391.2	1
zzz	PF15355.7	1
zzz	PF08329.11	1
zzz	PF00187.20	1
zzz	PF00379.24	1
zzz	PF01644.18	1
zzz	PF08407.12	1
zzz	PF03142.16	1
zzz	PF18683.2	1
zzz	PF07548.12	1
zzz	PF09675.11	1
zzz	PF01308.18	1
zzz	PF03503.14	1
zzz	PF03504.14	1
zzz	PF02415.18	1
zzz	PF05475.12	1
zzz	PF13541.7	1
zzz	PF00504.22	1
zzz	PF07224.12	1
zzz	PF12740.8	1
zzz	PF14476.7	1
zzz	PF11098.9	1
zzz	PF06598.12	1
zzz	PF06778.13	1
zzz	PF02962.16	1
zzz	PF09193.11	1
zzz	PF01473.21	1
zzz	PF19085.1	1
zzz	PF19127.1	1
zzz	PF01633.21	1
zzz	PF04428.15	1
zzz	PF12411.9	1
zzz	PF04515.13	1
zzz	PF09129.12	1
zzz	PF14592.7	1
zzz	PF06566.12	1
zzz	PF04968.13	1
zzz	PF05961.12	1
zzz	PF05846.13	1
zzz	PF05941.14	1
zzz	PF06015.13	1
zzz	PF05966.13	1
zzz	PF05989.13	1
zzz	PF06138.13	1
zzz	PF05796.13	1
zzz	PF06129.13	1
zzz	PF05803.13	1
zzz	PF05864.13	1
zzz	PF12624.8	1
zzz	PF01723.17	1
zzz	PF03964.16	1
zzz	PF05387.12	1
zzz	PF05836.13	1
